x;y
10;1
11;0
12;0
13;0
14;0
15;0
16;6
17;10
18;10
19;44
20;10
21;10
22;10
23;11
24;31
25;13
26;20
27;20
28;20
29;20
30;20
31;24
32;30
33;30
34;30
35;30
36;31
37;43
38;40
39;41
40;60
41;60
42;54
43;51
44;53
45;51
46;50
47;51
48;55
49;75
50;62
51;62
52;70
53;69
54;71
55;70
56;73
57;77
58;90
59;80
60;81
61;102
62;101
63;105
64;104
65;110
66;111
67;127
68;120
69;120
70;145
71;126
72;124
73;137
74;141
75;147
76;142
77;199
78;211
79;196
80;161
81;170
82;166
83;182
84;178
85;208
86;179
87;186
88;183
89;193
90;202
91;199
92;233
93;211
94;217
95;214
96;235
97;185
98;185
99;190
100;189
101;207
102;187
103;193
104;189
105;197
106;196
107;182
108;182
109;184
110;183
111;187
112;191
113;190
114;193
115;206
116;196
117;201
118;205
119;202
120;208
121;210
122;214
123;210
124;222
125;214
126;249
127;235
128;242
129;249
130;254
131;238
132;242
133;250
134;246
135;251
136;256
137;309
138;292
139;296
140;294
141;293
142;264
143;270
144;286
145;264
146;348
147;582
148;468
149;548
150;565
151;542
152;551
153;497
154;515
155;533
156;524
157;519
158;584
159;564
160;597
161;597
162;603
163;625
164;617
165;650
166;660
167;655
168;670
169;665
170;641
171;646
172;651
173;605
174;410
175;372
176;402
177;370
178;368
179;386
180;455
181;623
182;490
183;413
184;397
185;419
186;360
187;371
188;374
189;364
190;376
191;376
192;376
193;398
194;393
195;401
196;378
197;383
198;412
199;399
200;419
201;413
202;410
203;449
204;430
205;449
206;448
207;494
208;473
209;488
210;483
211;677
212;610
213;868
214;628
215;484
216;490
217;500
218;501
219;496
220;522
221;514
222;510
223;501
224;500
225;507
226;505
227;528
228;498
229;514
230;486
231;514
232;474
233;497
234;475
235;488
236;469
237;479
238;462
239;461
240;546
241;467
242;465
243;458
244;461
245;469
246;465
247;471
248;475
249;468
250;478
251;511
252;545
253;484
254;496
255;480
256;505
257;495
258;504
259;512
260;514
261;518
262;520
263;529
264;525
265;533
266;535
267;538
268;540
269;539
270;544
271;644
272;588
273;645
274;561
275;556
276;571
277;562
278;561
279;562
280;639
281;969
282;726
283;596
284;585
285;587
286;668
287;629
288;583
289;577
290;608
291;623
292;615
293;619
294;637
295;632
296;794
297;680
298;667
299;668
300;686
301;691
302;679
303;682
304;688
305;717
306;728
307;741
308;742
309;783
310;803
311;819
312;818
313;832
314;818
315;807
316;786
317;829
318;805
319;766
320;749
321;763
322;752
323;721
324;722
325;722
326;728
327;745
328;727
329;697
330;699
331;703
332;705
333;704
334;711
335;706
336;710
337;710
338;823
339;724
340;772
341;758
342;726
343;744
344;726
345;727
346;725
347;733
348;841
349;754
350;720
351;751
352;737
353;748
354;787
355;746
356;752
357;790
358;750
359;926
360;826
361;780
362;755
363;761
364;768
365;759
366;784
367;825
368;795
369;752
370;784
371;773
372;780
373;775
374;779
375;788
376;786
377;793
378;869
379;890
380;798
381;807
382;851
383;858
384;862
385;902
386;934
387;945
388;978
389;1015
390;997
391;992
392;981
393;962
394;926
395;937
396;909
397;886
398;856
399;828
400;832
401;835
402;837
403;835
404;840
405;844
406;847
407;854
408;852
409;848
410;858
411;852
412;856
413;999
414;968
415;863
416;880
417;892
418;932
419;953
420;973
421;998
422;1036
423;1067
424;1120
425;1122
426;1146
427;1095
428;1093
429;1186
430;1112
431;1103
432;1101
433;994
434;998
435;999
436;999
437;1005
438;1009
439;1003
440;1008
441;1007
442;924
443;924
444;990
445;930
446;935
447;928
448;945
449;939
450;939
451;946
452;944
453;962
454;963
455;936
456;979
457;954
458;1039
459;1726
460;1138
461;1129
462;1124
463;1125
464;1129
465;1131
466;1129
467;1169
468;1203
469;1200
470;1163
471;1147
472;1095
473;1133
474;1051
475;1034
476;1001
477;1001
478;1009
479;1010
480;1010
481;1013
482;1012
483;1036
484;1016
485;1014
486;1022
487;1024
488;1250
489;1149
490;1007
491;1033
492;1043
493;1039
494;1044
495;1046
496;1052
497;1048
498;1050
499;1056
