x;y
10;0
11;0
12;0
13;0
14;0
15;6
16;1
17;1
18;0
19;3
20;3
21;15
22;19
23;30
24;10
25;10
26;13
27;26
28;44
29;51
30;44
31;31
32;44
33;31
34;30
35;32
36;32
37;33
38;44
39;33
40;36
41;40
42;41
43;40
44;69
45;43
46;62
47;42
48;43
49;42
50;55
51;70
52;53
53;79
54;81
55;75
56;101
57;109
58;99
59;103
60;104
61;113
62;113
63;111
64;113
65;116
66;126
67;111
68;115
69;119
70;123
71;121
72;126
73;138
74;128
75;126
76;126
77;127
78;124
79;131
80;148
81;132
82;127
83;129
84;149
85;135
86;141
87;137
88;171
89;132
90;138
91;134
92;146
93;134
94;145
95;139
96;145
97;145
98;153
99;147
100;176
101;158
102;166
103;164
104;161
105;177
106;210
107;209
108;221
109;229
110;241
111;221
112;218
113;227
114;227
115;243
116;219
117;222
118;231
119;248
120;224
121;225
122;235
123;231
124;247
125;304
126;225
127;249
128;277
129;250
130;270
131;280
132;277
133;278
134;289
135;269
136;266
137;270
138;275
139;270
140;274
141;289
142;287
143;283
144;284
145;293
146;290
147;290
148;298
149;294
150;292
151;306
152;292
153;298
154;299
155;297
156;301
157;303
158;338
159;316
160;329
161;333
162;301
163;311
164;309
165;313
166;315
167;323
168;308
169;308
170;303
171;314
172;313
173;313
174;313
175;317
176;318
177;315
178;342
179;626
180;497
181;395
182;317
183;324
184;363
185;366
186;445
187;327
188;329
189;448
190;329
191;332
192;360
193;342
194;345
195;380
196;341
197;352
198;359
199;349
200;355
201;355
202;389
203;463
204;359
205;355
206;355
207;353
208;383
209;378
210;409
211;413
212;432
213;447
214;462
215;475
216;569
217;494
218;503
219;507
220;492
221;504
222;499
223;496
224;498
225;508
226;509
227;507
228;507
229;507
230;528
231;516
232;525
233;517
234;514
235;516
236;516
237;510
238;523
239;527
240;527
241;526
242;531
243;529
244;533
245;527
246;790
247;686
248;531
249;550
250;584
251;551
252;544
253;553
254;544
255;558
256;541
257;562
258;562
259;571
260;578
261;574
262;587
263;589
264;604
265;608
266;647
267;711
268;593
269;610
270;616
271;668
272;646
273;608
274;608
275;636
276;627
277;636
278;636
279;630
280;634
281;638
282;644
283;640
284;636
285;645
286;643
287;639
288;642
289;642
290;642
291;651
292;653
293;648
294;662
295;661
296;1025
297;1531
298;1270
299;831
300;659
301;674
302;659
303;663
304;669
305;671
306;665
307;669
308;689
309;687
310;672
311;681
312;676
313;690
314;683
315;1066
316;897
317;1027
318;689
319;689
320;668
321;811
322;1043
323;1049
324;683
325;687
326;721
327;711
328;699
329;719
330;714
331;712
332;704
333;758
334;913
335;1108
336;1081
337;686
338;706
339;734
340;755
341;734
342;878
343;1033
344;740
345;721
346;730
347;931
348;731
349;730
350;750
351;748
352;743
353;848
354;1182
355;1059
356;704
357;770
358;747
359;813
360;757
361;754
362;813
363;1051
364;987
365;758
366;777
367;772
368;780
369;830
370;789
371;1003
372;1468
373;1235
374;763
375;767
376;801
377;785
378;807
379;789
380;1007
381;1220
382;892
383;767
384;802
385;824
386;806
387;811
388;812
389;1105
390;1240
391;820
392;838
393;821
394;810
395;814
396;808
397;824
398;943
399;1228
400;830
401;828
402;828
403;836
404;839
405;836
406;904
407;1552
408;1111
409;843
410;932
411;893
412;921
413;947
414;990
415;1070
416;1079
417;1048
418;1011
419;946
420;1547
421;1054
422;1278
423;1100
424;1026
425;1014
426;1060
427;1093
428;1159
429;1207
430;1167
431;1188
432;1233
433;1178
434;1238
435;1273
436;1254
437;1252
438;1307
439;1299
440;1268
441;1280
442;1257
443;1231
444;1170
445;1134
446;1135
447;1378
448;1525
449;1187
450;1135
451;1145
452;1226
453;1148
454;1151
455;1196
456;1156
457;1154
458;1171
459;1159
460;1152
461;1330
462;1269
463;1172
464;1244
465;1167
466;1168
467;1176
468;1670
469;1534
470;1171
471;1372
472;1172
473;1577
474;1196
475;1202
476;1187
477;1397
478;1666
479;1407
480;1228
481;1222
482;1190
483;1204
484;1251
485;1545
486;1342
487;1205
488;1200
489;1212
490;1212
491;1218
492;1223
493;1210
494;1252
495;1232
496;1255
497;1321
498;1275
499;1224
