x;y
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;56
18;20
19;19
20;21
21;35
22;34
23;13
24;20
25;20
26;20
27;19
28;21
29;20
30;41
31;21
32;20
33;53
34;67
35;74
36;86
37;54
38;54
39;54
40;65
41;117
42;61
43;63
44;100
45;95
46;83
47;69
48;100
49;61
50;62
51;64
52;69
53;61
54;61
55;63
56;68
57;129
58;81
59;69
60;86
61;71
62;71
63;75
64;71
65;91
66;107
67;123
68;144
69;144
70;149
71;144
72;150
73;149
74;153
75;151
76;154
77;152
78;153
79;157
80;153
81;170
82;253
83;162
84;165
85;215
86;205
87;160
88;166
89;167
90;165
91;167
92;179
93;184
94;172
95;172
96;177
97;172
98;166
99;185
100;167
101;171
102;176
103;173
104;186
105;170
106;172
107;171
108;168
109;169
110;171
111;173
112;175
113;173
114;173
115;177
116;173
117;177
118;177
119;172
120;177
121;180
122;174
123;178
124;182
125;183
126;449
127;397
128;347
129;387
130;493
131;477
132;523
133;498
134;538
135;621
136;587
137;593
138;619
139;604
140;628
141;641
142;651
143;649
144;654
145;662
146;660
147;656
148;717
149;524
150;375
151;377
152;393
153;366
154;414
155;391
156;361
157;388
158;363
159;354
160;358
161;357
162;362
163;359
164;360
165;365
166;359
167;360
168;359
169;362
170;361
171;377
172;364
173;381
174;412
175;367
176;399
177;390
178;374
179;377
180;369
181;375
182;531
183;516
184;466
185;383
186;416
187;403
188;432
189;382
190;381
191;381
192;376
193;551
194;433
195;433
196;396
197;422
198;372
199;375
200;396
201;388
202;386
203;387
204;393
205;382
206;393
207;391
208;388
209;398
210;390
211;397
212;391
213;397
214;395
215;394
216;397
217;397
218;403
219;400
220;406
221;408
222;399
223;420
224;393
225;483
226;391
227;396
228;418
229;411
230;517
231;417
232;424
233;404
234;416
235;413
236;404
237;412
238;405
239;418
240;410
241;413
242;411
243;416
244;418
245;440
246;417
247;416
248;413
249;416
250;419
251;417
252;432
253;422
254;417
255;422
256;422
257;445
258;472
259;490
260;514
261;536
262;551
263;590
264;599
265;752
266;699
267;660
268;651
269;673
270;683
271;706
272;721
273;725
274;727
275;729
276;725
277;731
278;738
279;744
280;802
281;772
282;747
283;744
284;755
285;754
286;953
287;855
288;784
289;789
290;806
291;833
292;835
293;1035
294;1053
295;852
296;803
297;793
298;805
299;827
300;840
301;849
302;903
303;901
304;1015
305;925
306;900
307;899
308;903
309;886
310;877
311;875
312;896
313;826
314;813
315;802
316;804
317;811
318;797
319;829
320;801
321;834
322;810
323;829
324;787
325;789
326;861
327;830
328;791
329;791
330;797
331;787
332;791
333;793
334;799
335;798
336;793
337;801
338;835
339;884
340;1102
341;848
342;804
343;842
344;875
345;871
346;871
347;871
348;867
349;873
350;877
351;927
352;953
353;1541
354;1361
355;2017
356;1895
357;2184
358;1889
359;1854
360;1855
361;1859
362;1864
363;1980
364;1920
365;1880
366;1883
367;1936
368;1877
369;1905
370;1894
371;2031
372;1813
373;1862
374;2035
375;1886
376;2014
377;1996
378;1891
379;1885
380;1883
381;1921
382;4240
383;1795
384;1485
385;995
386;1010
387;1070
388;967
389;1654
390;2103
391;1995
392;2022
393;2000
394;2046
395;1981
396;1173
397;983
398;978
399;993
400;997
401;896
402;897
403;896
404;890
405;906
406;947
407;910
408;920
409;903
410;927
411;890
412;1079
413;1382
414;1857
415;1753
416;1771
417;1892
418;2273
419;1133
420;1074
421;1016
422;987
423;1024
424;988
425;940
426;895
427;900
428;895
429;926
430;914
431;936
432;1016
433;874
434;1011
435;969
436;1007
437;1062
438;948
439;888
440;963
441;925
442;901
443;920
444;907
445;887
446;922
447;1168
448;1028
449;976
450;890
451;895
452;887
453;897
454;891
455;888
456;1037
457;1116
458;936
459;976
460;1046
461;912
462;935
463;915
464;1023
465;1082
466;912
467;910
468;902
469;941
470;916
471;910
472;1011
473;1180
474;1209
475;908
476;923
477;921
478;913
479;929
480;918
481;982
482;934
483;922
484;920
485;915
486;1073
487;924
488;928
489;1144
490;1368
491;1111
492;967
493;956
494;957
495;1010
496;1068
497;948
498;970
499;1029
